machine_id,shift_date,shift,planned_time_mins,actual_run_time_mins,good_units,total_units,downtime_mins,downtime_reason,availability,quality,oee
M06,2025-01-20,Night,480,375,534,712,105,Planned Maintenance,0.7812,0.75,0.5859
M07,2025-01-20,Day,480,407,746,971,73,Changeover,0.8479,0.7683,0.6514
M07,2025-01-20,Night,480,448,706,942,32,Planned Maintenance,0.9333,0.7495,0.6995
M08,2025-01-20,Day,480,443,783,856,37,Planned Maintenance,0.9229,0.9147,0.8442
M08,2025-01-20,Night,480,422,734,915,58,Material Shortage,0.8792,0.8022,0.7053
M01,2025-01-21,Day,480,361,695,703,119,Electrical Fault,0.7521,0.9886,0.7435
M01,2025-01-21,Night,480,339,622,629,141,Planned Maintenance,0.7062,0.9889,0.6984
M02,2025-01-21,Day,480,343,606,613,137,Operator Break,0.7146,0.9886,0.7065
M02,2025-01-21,Night,480,396,606,718,84,Material Shortage,0.825,0.844,0.6963
M03,2025-01-21,Day,480,360,669,719,120,Electrical Fault,0.75,0.9305,0.6979
M03,2025-01-21,Night,480,433,760,1014,47,Operator Break,0.9021,0.7495,0.6761
M04,2025-01-21,Day,480,384,572,657,96,Planned Maintenance,0.8,0.8706,0.6965
M04,2025-01-21,Night,480,395,645,860,85,Changeover,0.8229,0.75,0.6172
M05,2025-01-21,Day,480,350,711,719,130,Material Shortage,0.7292,0.9889,0.7211
M05,2025-01-21,Night,480,397,636,750,83,Material Shortage,0.8271,0.848,0.7014
M06,2025-01-21,Day,480,461,841,1122,19,Mechanical Failure,0.9604,0.7496,0.7199
M07,2025-01-21,Day,480,458,681,908,22,None,0.9542,0.75,0.7156
M07,2025-01-21,Night,480,419,632,843,61,Material Shortage,0.8729,0.7497,0.6544
M08,2025-01-21,Day,480,434,731,879,46,Electrical Fault,0.9042,0.8316,0.7519
M08,2025-01-21,Night,480,435,638,770,45,Planned Maintenance,0.9062,0.8286,0.7509
M01,2025-01-22,Day,480,435,941,979,45,Planned Maintenance,0.9062,0.9612,0.871
M01,2025-01-22,Night,480,419,640,804,61,Electrical Fault,0.8729,0.796,0.6948
M02,2025-01-22,Day,480,348,636,643,132,Changeover,0.725,0.9891,0.7171
M02,2025-01-22,Night,480,374,775,851,106,Planned Maintenance,0.7792,0.9107,0.7096
M03,2025-01-22,Day,480,464,663,862,16,Changeover,0.9667,0.7691,0.7435
M03,2025-01-22,Night,480,357,512,607,123,Changeover,0.7438,0.8435,0.6274
M04,2025-01-22,Day,480,392,600,706,88,Operator Break,0.8167,0.8499,0.6941
M04,2025-01-22,Night,480,424,531,709,56,Mechanical Failure,0.8833,0.7489,0.6615
M05,2025-01-22,Day,480,445,816,926,35,Planned Maintenance,0.9271,0.8812,0.817
M06,2025-01-22,Day,480,393,712,917,87,Mechanical Failure,0.8188,0.7764,0.6357
M07,2025-01-22,Day,480,374,674,832,106,Quality Check Hold,0.7792,0.8101,0.6312
M07,2025-01-22,Night,480,396,527,703,84,Operator Break,0.825,0.7496,0.6184
M08,2025-01-22,Day,480,397,687,762,83,Electrical Fault,0.8271,0.9016,0.7457
M08,2025-01-22,Night,480,354,768,807,126,Mechanical Failure,0.7375,0.9517,0.7019
M01,2025-01-23,Day,480,393,796,843,87,None,0.8188,0.9442,0.7731
M01,2025-01-23,Night,480,452,681,888,28,Material Shortage,0.9417,0.7669,0.7222
M02,2025-01-23,Day,480,467,682,848,13,Mechanical Failure,0.9729,0.8042,0.7824
M02,2025-01-23,Night,480,427,673,898,53,Mechanical Failure,0.8896,0.7494,0.6667
M03,2025-01-23,Day,480,432,711,873,48,Material Shortage,0.9,0.8144,0.733
M03,2025-01-23,Night,480,457,594,792,23,Planned Maintenance,0.9521,0.75,0.7141
M04,2025-01-23,Day,480,436,768,1024,44,Mechanical Failure,0.9083,0.75,0.6812
M04,2025-01-23,Night,480,432,605,807,48,None,0.9,0.7497,0.6747
M05,2025-01-23,Day,480,360,639,646,120,Changeover,0.75,0.9892,0.7419
M05,2025-01-23,Night,480,351,590,631,129,Planned Maintenance,0.7312,0.935,0.6837
M06,2025-01-23,Day,480,387,567,735,93,Material Shortage,0.8062,0.7714,0.6219
M06,2025-01-23,Night,480,363,673,898,117,Quality Check Hold,0.7562,0.7494,0.5667
M07,2025-01-23,Day,480,378,675,869,102,Quality Check Hold,0.7875,0.7768,0.6117
M07,2025-01-23,Night,480,439,658,878,41,Quality Check Hold,0.9146,0.7494,0.6854
M08,2025-01-23,Day,480,440,838,898,40,Mechanical Failure,0.9167,0.9332,0.8555
M08,2025-01-23,Night,480,417,609,722,63,Electrical Fault,0.8688,0.8435,0.7328
M01,2025-01-24,Day,480,396,719,774,84,Planned Maintenance,0.825,0.9289,0.7663
M01,2025-01-24,Night,480,456,659,879,24,Material Shortage,0.95,0.7497,0.7122
M02,2025-01-24,Day,480,404,708,790,76,Mechanical Failure,0.8417,0.8962,0.7543
M02,2025-01-24,Night,480,371,806,868,109,None,0.7729,0.9286,0.7177
M03,2025-01-24,Day,480,407,777,925,73,Mechanical Failure,0.8479,0.84,0.7122
M03,2025-01-24,Night,480,351,699,732,129,Operator Break,0.7312,0.9549,0.6982
M04,2025-01-24,Day,480,345,653,660,135,Operator Break,0.7188,0.9894,0.7112
M04,2025-01-24,Night,480,456,663,885,24,Mechanical Failure,0.95,0.7492,0.7117
M05,2025-01-24,Day,480,357,834,843,123,Mechanical Failure,0.7438,0.9893,0.7358
M05,2025-01-24,Night,480,460,652,858,20,Mechanical Failure,0.9583,0.7599,0.7282
M06,2025-01-24,Day,480,384,584,738,96,Material Shortage,0.8,0.7913,0.633
M06,2025-01-24,Night,480,431,570,760,49,Mechanical Failure,0.8979,0.75,0.6734
M07,2025-01-24,Day,480,349,687,801,131,None,0.7271,0.8577,0.6236
M07,2025-01-24,Night,480,386,526,702,94,Operator Break,0.8042,0.7493,0.6026
M08,2025-01-24,Day,480,388,707,740,92,Mechanical Failure,0.8083,0.9554,0.7722
M08,2025-01-24,Night,480,408,654,807,72,Quality Check Hold,0.85,0.8104,0.6888
M01,2025-01-25,Day,480,458,684,795,22,Quality Check Hold,0.9542,0.8604,0.821
M01,2025-01-25,Night,480,398,740,796,82,Mechanical Failure,0.8292,0.9296,0.7708
M02,2025-01-25,Day,480,433,806,932,47,Electrical Fault,0.9021,0.8648,0.7801
M02,2025-01-25,Night,480,453,696,914,27,Mechanical Failure,0.9438,0.7615,0.7187
M03,2025-01-25,Day,480,392,724,774,88,Mechanical Failure,0.8167,0.9354,0.7639
M03,2025-01-25,Night,480,455,615,820,25,Quality Check Hold,0.9479,0.75,0.7109
M04,2025-01-25,Day,480,418,627,759,62,Planned Maintenance,0.8708,0.8261,0.7194
M04,2025-01-25,Night,480,337,665,810,143,Changeover,0.7021,0.821,0.5764
M05,2025-01-25,Day,480,395,797,806,85,Planned Maintenance,0.8229,0.9888,0.8137
M05,2025-01-25,Night,480,470,702,892,10,Mechanical Failure,0.9792,0.787,0.7706
M06,2025-01-25,Day,480,359,643,764,121,Quality Check Hold,0.7479,0.8416,0.6294
M06,2025-01-25,Night,480,390,579,772,90,Mechanical Failure,0.8125,0.75,0.6094
M07,2025-01-25,Day,480,413,640,854,67,Material Shortage,0.8604,0.7494,0.6448
M07,2025-01-25,Night,480,394,666,888,86,Changeover,0.8208,0.75,0.6156
M08,2025-01-25,Day,480,359,762,770,121,Mechanical Failure,0.7479,0.9896,0.7401
M08,2025-01-25,Night,480,452,569,759,28,Electrical Fault,0.9417,0.7497,0.706
M01,2025-01-26,Day,480,368,748,756,112,Operator Break,0.7667,0.9894,0.7586
M01,2025-01-26,Night,480,469,758,1011,11,Mechanical Failure,0.9771,0.7498,0.7326
M02,2025-01-26,Day,480,425,736,794,55,Changeover,0.8854,0.927,0.8208
M02,2025-01-26,Night,480,398,615,741,82,Planned Maintenance,0.8292,0.83,0.6882
M03,2025-01-26,Day,480,453,627,831,27,Changeover,0.9438,0.7545,0.7121
M03,2025-01-26,Night,480,356,545,637,124,Mechanical Failure,0.7417,0.8556,0.6346
M04,2025-01-26,Day,480,437,708,944,43,Mechanical Failure,0.9104,0.75,0.6828
M04,2025-01-26,Night,480,416,567,757,64,None,0.8667,0.749,0.6492
M05,2025-01-26,Day,480,416,923,957,64,Quality Check Hold,0.8667,0.9645,0.8359
M05,2025-01-26,Night,480,411,681,828,69,Planned Maintenance,0.8562,0.8225,0.7042
M06,2025-01-26,Day,480,392,648,764,88,Operator Break,0.8167,0.8482,0.6927
M06,2025-01-26,Night,480,345,477,598,135,None,0.7188,0.7977,0.5734
M07,2025-01-26,Day,480,457,613,818,23,Changeover,0.9521,0.7494,0.7135
M07,2025-01-26,Night,480,447,690,921,33,Changeover,0.9312,0.7492,0.6977
M08,2025-01-26,Day,480,415,838,852,65,Changeover,0.8646,0.9836,0.8504
M08,2025-01-26,Night,480,363,657,742,117,Operator Break,0.7562,0.8854,0.6695
M01,2025-01-27,Day,480,414,851,909,66,Operator Break,0.8625,0.9362,0.8075
M01,2025-01-27,Night,480,420,729,850,60,Operator Break,0.875,0.8576,0.7504
M02,2025-01-27,Day,480,453,670,809,27,Changeover,0.9438,0.8282,0.7817
M02,2025-01-27,Night,480,447,703,924,33,Operator Break,0.9312,0.7608,0.7085
M03,2025-01-27,Day,480,433,703,806,47,Operator Break,0.9021,0.8722,0.7868
M03,2025-01-27,Night,480,386,602,767,94,None,0.8042,0.7849,0.6312
M04,2025-01-27,Day,480,446,767,1023,34,Material Shortage,0.9292,0.7498,0.6967
M04,2025-01-27,Night,480,465,635,847,15,Material Shortage,0.9688,0.7497,0.7263
M05,2025-01-27,Day,480,410,900,924,70,Planned Maintenance,0.8542,0.974,0.832
M05,2025-01-27,Night,480,464,648,837,16,Quality Check Hold,0.9667,0.7742,0.7484
M06,2025-01-27,Day,480,408,662,816,72,Changeover,0.85,0.8113,0.6896
M06,2025-01-27,Night,480,367,483,644,113,Electrical Fault,0.7646,0.75,0.5734
M07,2025-01-27,Day,480,358,556,709,122,Operator Break,0.7458,0.7842,0.5849
M07,2025-01-27,Night,480,459,789,1052,21,Electrical Fault,0.9562,0.75,0.7172
M08,2025-01-27,Day,480,429,926,1015,51,Mechanical Failure,0.8938,0.9123,0.8154
M08,2025-01-27,Night,480,338,675,687,142,Operator Break,0.7042,0.9825,0.6919
M01,2025-01-28,Day,480,407,863,925,73,Planned Maintenance,0.8479,0.933,0.7911
M01,2025-01-28,Night,480,409,752,915,71,Material Shortage,0.8521,0.8219,0.7003
M02,2025-01-28,Day,480,339,643,650,141,Planned Maintenance,0.7062,0.9892,0.6986
M02,2025-01-28,Night,480,436,704,910,44,Operator Break,0.9083,0.7736,0.7027
M03,2025-01-28,Day,480,424,587,733,56,None,0.8833,0.8008,0.7073
M03,2025-01-28,Night,480,409,746,922,71,Changeover,0.8521,0.8091,0.6894
M04,2025-01-28,Day,480,339,571,577,141,Electrical Fault,0.7062,0.9896,0.6989
M05,2025-01-28,Day,480,358,719,727,122,Material Shortage,0.7458,0.989,0.7376
M05,2025-01-28,Night,480,353,774,782,127,Planned Maintenance,0.7354,0.9898,0.7279
M06,2025-01-28,Day,480,464,745,994,16,Material Shortage,0.9667,0.7495,0.7245
M06,2025-01-28,Night,480,355,504,673,125,Changeover,0.7396,0.7489,0.5539
M07,2025-01-28,Day,480,446,725,967,34,Material Shortage,0.9292,0.7497,0.6966
M07,2025-01-28,Night,480,452,813,1085,28,Quality Check Hold,0.9417,0.7493,0.7056
M08,2025-01-28,Day,480,461,739,923,19,Operator Break,0.9604,0.8007,0.769
M08,2025-01-28,Night,480,368,695,781,112,Mechanical Failure,0.7667,0.8899,0.6823
M01,2025-01-29,Day,480,394,745,753,86,Material Shortage,0.8208,0.9894,0.8121
M01,2025-01-29,Night,480,438,796,978,42,Operator Break,0.9125,0.8139,0.7427
M02,2025-01-29,Day,480,443,923,1059,37,Changeover,0.9229,0.8716,0.8044
M02,2025-01-29,Night,480,436,791,1003,44,Material Shortage,0.9083,0.7886,0.7163
M03,2025-01-29,Day,480,366,662,714,114,Electrical Fault,0.7625,0.9272,0.707
M03,2025-01-29,Night,480,444,589,786,36,Electrical Fault,0.925,0.7494,0.6932
M04,2025-01-29,Day,480,396,696,808,84,Material Shortage,0.825,0.8614,0.7107
M04,2025-01-29,Night,480,446,668,891,34,Changeover,0.9292,0.7497,0.6966
M05,2025-01-29,Day,480,414,810,886,66,Planned Maintenance,0.8625,0.9142,0.7885
M05,2025-01-29,Night,480,405,691,826,75,None,0.8438,0.8366,0.7059
M06,2025-01-29,Day,480,358,560,612,122,Quality Check Hold,0.7458,0.915,0.6824
M06,2025-01-29,Night,480,408,703,938,72,Material Shortage,0.85,0.7495,0.6371
M07,2025-01-29,Day,480,367,692,823,113,Mechanical Failure,0.7646,0.8408,0.6429
M07,2025-01-29,Night,480,355,495,660,125,Electrical Fault,0.7396,0.75,0.5547
M08,2025-01-29,Day,480,411,791,909,69,Operator Break,0.8562,0.8702,0.7451
M08,2025-01-29,Night,480,436,582,776,44,Quality Check Hold,0.9083,0.75,0.6812
M01,2025-01-30,Day,480,376,690,709,104,Operator Break,0.7833,0.9732,0.7623
M01,2025-01-30,Night,480,407,662,815,73,Changeover,0.8479,0.8123,0.6887
M02,2025-01-30,Day,480,439,772,948,41,Planned Maintenance,0.9146,0.8143,0.7448
M02,2025-01-30,Night,480,340,745,771,140,Planned Maintenance,0.7083,0.9663,0.6844
M03,2025-01-30,Day,480,443,838,980,37,Electrical Fault,0.9229,0.8551,0.7892
M03,2025-01-30,Night,480,460,632,843,20,Mechanical Failure,0.9583,0.7497,0.7184
M04,2025-01-30,Day,480,427,761,975,53,Electrical Fault,0.8896,0.7805,0.6943
M04,2025-01-30,Night,480,343,616,677,137,Quality Check Hold,0.7146,0.9099,0.6502
M05,2025-01-30,Day,480,354,631,638,126,Mechanical Failure,0.7375,0.989,0.7294
M05,2025-01-30,Night,480,429,728,928,51,Changeover,0.8938,0.7845,0.7012
M06,2025-01-30,Day,480,346,800,848,134,Changeover,0.7208,0.9434,0.68
M06,2025-01-30,Night,480,383,671,895,97,Changeover,0.7979,0.7497,0.5982
M07,2025-01-30,Day,480,416,573,765,64,Mechanical Failure,0.8667,0.749,0.6492
M07,2025-01-30,Night,480,358,627,836,122,Mechanical Failure,0.7458,0.75,0.5594
M08,2025-01-30,Day,480,411,749,859,69,Planned Maintenance,0.8562,0.8719,0.7465
M08,2025-01-30,Night,480,427,807,1052,53,Mechanical Failure,0.8896,0.7671,0.6824
M01,2025-01-31,Day,480,366,773,781,114,Quality Check Hold,0.7625,0.9898,0.7547
M01,2025-01-31,Night,480,447,747,970,33,Changeover,0.9312,0.7701,0.7171
M02,2025-01-31,Day,480,342,671,678,138,Quality Check Hold,0.7125,0.9897,0.7052
M02,2025-01-31,Night,480,415,568,747,65,Planned Maintenance,0.8646,0.7604,0.6574
M03,2025-01-31,Day,480,394,698,778,86,Quality Check Hold,0.8208,0.8972,0.7364
M03,2025-01-31,Night,480,394,646,786,86,Changeover,0.8208,0.8219,0.6746
M04,2025-01-31,Day,480,350,580,621,130,Material Shortage,0.7292,0.934,0.6811
M04,2025-01-31,Night,480,341,599,652,139,Changeover,0.7104,0.9187,0.6526
M05,2025-01-31,Day,480,365,715,723,115,Planned Maintenance,0.7604,0.9889,0.752
M06,2025-01-31,Day,480,410,618,825,70,Planned Maintenance,0.8542,0.7491,0.6399
M07,2025-01-31,Day,480,353,661,844,127,Mechanical Failure,0.7354,0.7832,0.576
M07,2025-01-31,Night,480,348,514,650,132,None,0.725,0.7908,0.5733
M08,2025-01-31,Day,480,461,884,1080,19,Mechanical Failure,0.9604,0.8185,0.7861
M08,2025-01-31,Night,480,344,725,733,136,Electrical Fault,0.7167,0.9891,0.7089
M01,2025-02-01,Day,480,427,698,753,53,Material Shortage,0.8896,0.927,0.8247
M01,2025-02-01,Night,480,431,534,712,49,None,0.8979,0.75,0.6734
M02,2025-02-01,Day,480,415,726,859,65,Changeover,0.8646,0.8452,0.7308
M02,2025-02-01,Night,480,364,779,850,116,Operator Break,0.7583,0.9165,0.695
M03,2025-02-01,Day,480,348,621,628,132,Planned Maintenance,0.725,0.9889,0.717
M03,2025-02-01,Night,480,359,645,700,121,Planned Maintenance,0.7479,0.9214,0.6891
M04,2025-02-01,Day,480,454,766,973,26,Mechanical Failure,0.9458,0.7873,0.7446
M04,2025-02-01,Night,480,381,495,637,99,Mechanical Failure,0.7938,0.7771,0.6169
M05,2025-02-01,Day,480,466,849,955,14,Mechanical Failure,0.9708,0.889,0.863
M05,2025-02-01,Night,480,374,623,682,106,Operator Break,0.7792,0.9135,0.7118
M06,2025-02-01,Day,480,461,792,1056,19,Operator Break,0.9604,0.75,0.7203
M06,2025-02-01,Night,480,454,618,824,26,Changeover,0.9458,0.75,0.7093
M07,2025-02-01,Day,480,368,552,736,112,Mechanical Failure,0.7667,0.75,0.575
M07,2025-02-01,Night,480,446,698,931,34,Planned Maintenance,0.9292,0.7497,0.6966
M08,2025-02-01,Day,480,364,661,668,116,None,0.7583,0.9895,0.7503
M08,2025-02-01,Night,480,436,734,979,44,Mechanical Failure,0.9083,0.7497,0.681
M01,2025-02-02,Day,480,437,875,1033,43,Planned Maintenance,0.9104,0.847,0.7711
M01,2025-02-02,Night,480,431,582,749,49,None,0.8979,0.777,0.6977
M02,2025-02-02,Day,480,436,755,893,44,Material Shortage,0.9083,0.8455,0.768
M02,2025-02-02,Night,480,452,684,913,28,Changeover,0.9417,0.7492,0.7055
M03,2025-02-02,Day,480,367,766,809,113,None,0.7646,0.9468,0.7239
M04,2025-02-02,Day,480,387,754,853,93,Electrical Fault,0.8062,0.8839,0.7126
M04,2025-02-02,Night,480,398,712,899,82,Changeover,0.8292,0.792,0.6567
M05,2025-02-02,Day,480,423,795,895,57,Quality Check Hold,0.8812,0.8883,0.7828
M05,2025-02-02,Night,480,365,698,764,115,Planned Maintenance,0.7604,0.9136,0.6947
M06,2025-02-02,Day,480,386,628,739,94,Material Shortage,0.8042,0.8498,0.6834
M06,2025-02-02,Night,480,338,627,779,142,None,0.7042,0.8049,0.5668
M07,2025-02-02,Day,480,381,637,786,99,Changeover,0.7938,0.8104,0.6433
M07,2025-02-02,Night,480,425,692,923,55,Quality Check Hold,0.8854,0.7497,0.6638
M08,2025-02-02,Day,480,409,911,978,71,Electrical Fault,0.8521,0.9315,0.7937
M08,2025-02-02,Night,480,399,628,696,81,Mechanical Failure,0.8312,0.9023,0.75
M01,2025-02-03,Day,480,464,905,1119,16,Mechanical Failure,0.9667,0.8088,0.7819
M01,2025-02-03,Night,480,381,681,731,99,Changeover,0.7938,0.9316,0.7395
M02,2025-02-03,Day,480,432,737,880,48,Changeover,0.9,0.8375,0.7538
M02,2025-02-03,Night,480,372,601,664,108,Planned Maintenance,0.775,0.9051,0.7015
M03,2025-02-03,Day,480,362,712,720,118,Mechanical Failure,0.7542,0.9889,0.7458
M03,2025-02-03,Night,480,393,568,664,87,Electrical Fault,0.8188,0.8554,0.7004
M04,2025-02-03,Day,480,449,764,986,31,Mechanical Failure,0.9354,0.7748,0.7247
M04,2025-02-03,Night,480,470,807,1077,10,Mechanical Failure,0.9792,0.7493,0.7337
M05,2025-02-03,Day,480,451,707,779,29,Mechanical Failure,0.9396,0.9076,0.8528
M05,2025-02-03,Night,480,361,555,604,119,Planned Maintenance,0.7521,0.9189,0.6911
M06,2025-02-03,Day,480,468,647,863,12,None,0.975,0.7497,0.731
M06,2025-02-03,Night,480,349,501,621,131,Mechanical Failure,0.7271,0.8068,0.5866
M07,2025-02-03,Day,480,432,666,888,48,None,0.9,0.75,0.675
M07,2025-02-03,Night,480,337,600,766,143,Operator Break,0.7021,0.7833,0.55
M08,2025-02-03,Day,480,344,775,783,136,Mechanical Failure,0.7167,0.9898,0.7094
M08,2025-02-03,Night,480,362,695,768,118,Mechanical Failure,0.7542,0.9049,0.6825
M01,2025-02-04,Day,480,411,734,778,69,Mechanical Failure,0.8562,0.9434,0.8077
M01,2025-02-04,Night,480,459,845,1058,21,Changeover,0.9562,0.7987,0.7637
M02,2025-02-04,Night,480,349,698,782,131,Planned Maintenance,0.7271,0.8926,0.649
M03,2025-02-04,Day,480,437,574,733,43,Planned Maintenance,0.9104,0.7831,0.7129
M03,2025-02-04,Night,480,445,697,930,35,Quality Check Hold,0.9271,0.7495,0.6949
M04,2025-02-04,Day,480,362,694,730,118,Changeover,0.7542,0.9507,0.717
M04,2025-02-04,Night,480,349,557,657,131,Mechanical Failure,0.7271,0.8478,0.6164
M05,2025-02-04,Day,480,379,815,824,101,Electrical Fault,0.7896,0.9891,0.781
M05,2025-02-04,Night,480,411,773,958,69,Planned Maintenance,0.8562,0.8069,0.6909
M06,2025-02-04,Day,480,410,642,793,70,Planned Maintenance,0.8542,0.8096,0.6916
M06,2025-02-04,Night,480,377,469,626,103,Operator Break,0.7854,0.7492,0.5884
M07,2025-02-04,Day,480,400,540,720,80,Planned Maintenance,0.8333,0.75,0.625
M07,2025-02-04,Night,480,355,585,758,125,None,0.7396,0.7718,0.5708
M08,2025-02-04,Day,480,446,799,903,34,Material Shortage,0.9292,0.8848,0.8222
M08,2025-02-04,Night,480,341,578,584,139,Planned Maintenance,0.7104,0.9897,0.7031
M01,2025-02-05,Day,480,393,765,773,87,Mechanical Failure,0.8188,0.9897,0.8104
M01,2025-02-05,Night,480,402,845,971,78,Material Shortage,0.8375,0.8702,0.7288
M02,2025-02-05,Day,480,340,629,636,140,None,0.7083,0.989,0.7005
M02,2025-02-05,Night,480,342,590,596,138,Mechanical Failure,0.7125,0.9899,0.7053
M03,2025-02-05,Day,480,462,791,958,18,Operator Break,0.9625,0.8257,0.7947
M03,2025-02-05,Night,480,350,595,636,130,Mechanical Failure,0.7292,0.9355,0.6822
M04,2025-02-05,Day,480,444,778,999,36,Changeover,0.925,0.7788,0.7204
M04,2025-02-05,Night,480,366,532,658,114,None,0.7625,0.8085,0.6165
M05,2025-02-05,Day,480,383,851,860,97,Operator Break,0.7979,0.9895,0.7895
M05,2025-02-05,Night,480,446,608,793,34,Mechanical Failure,0.9292,0.7667,0.7124
M06,2025-02-05,Day,480,415,607,777,65,Quality Check Hold,0.8646,0.7812,0.6754
M06,2025-02-05,Night,480,380,558,744,100,Material Shortage,0.7917,0.75,0.5938
M07,2025-02-05,Day,480,426,624,833,54,Planned Maintenance,0.8875,0.7491,0.6648
M07,2025-02-05,Night,480,380,586,782,100,Changeover,0.7917,0.7494,0.5933
M08,2025-02-05,Day,480,341,613,620,139,Electrical Fault,0.7104,0.9887,0.7024
M08,2025-02-05,Night,480,459,789,1052,21,Material Shortage,0.9562,0.75,0.7172
M01,2025-02-06,Day,480,411,885,894,69,Planned Maintenance,0.8562,0.9899,0.8476
M01,2025-02-06,Night,480,372,783,849,108,Mechanical Failure,0.775,0.9223,0.7148
M02,2025-02-06,Night,480,346,754,762,134,Mechanical Failure,0.7208,0.9895,0.7132
M03,2025-02-06,Day,480,406,891,961,74,Electrical Fault,0.8458,0.9272,0.7842
M03,2025-02-06,Night,480,404,631,834,76,Mechanical Failure,0.8417,0.7566,0.6368
M04,2025-02-06,Day,480,376,688,822,104,Planned Maintenance,0.7833,0.837,0.6556
M04,2025-02-06,Night,480,452,720,961,28,Planned Maintenance,0.9417,0.7492,0.7055
M05,2025-02-06,Day,480,348,827,836,132,Electrical Fault,0.725,0.9892,0.7172
M05,2025-02-06,Night,480,468,625,829,12,Planned Maintenance,0.975,0.7539,0.7351
M06,2025-02-06,Day,480,337,554,614,143,Operator Break,0.7021,0.9023,0.6335
M06,2025-02-06,Night,480,454,755,1007,26,Planned Maintenance,0.9458,0.7498,0.7092
M07,2025-02-06,Day,480,429,522,697,51,Operator Break,0.8938,0.7489,0.6694
M07,2025-02-06,Night,480,462,615,820,18,Electrical Fault,0.9625,0.75,0.7219
M08,2025-02-06,Day,480,337,759,767,143,Planned Maintenance,0.7021,0.9896,0.6948
M08,2025-02-06,Night,480,378,654,752,102,None,0.7875,0.8697,0.6849
M01,2025-02-07,Day,480,410,914,966,70,Material Shortage,0.8542,0.9462,0.8082
M01,2025-02-07,Night,480,395,796,901,85,Changeover,0.8229,0.8835,0.727
M02,2025-02-07,Day,480,427,716,789,53,Changeover,0.8896,0.9075,0.8073
M02,2025-02-07,Night,480,451,627,836,29,Changeover,0.9396,0.75,0.7047
M03,2025-02-07,Day,480,389,746,778,91,Electrical Fault,0.8104,0.9589,0.7771
M04,2025-02-07,Day,480,412,792,944,68,Material Shortage,0.8583,0.839,0.7201
M04,2025-02-07,Night,480,431,795,1060,49,None,0.8979,0.75,0.6734
M05,2025-02-07,Day,480,359,790,798,121,Operator Break,0.7479,0.99,0.7404
M05,2025-02-07,Night,480,387,634,741,93,Operator Break,0.8062,0.8556,0.6898
M06,2025-02-07,Day,480,401,560,688,79,Mechanical Failure,0.8354,0.814,0.68
M06,2025-02-07,Night,480,443,673,898,37,Planned Maintenance,0.9229,0.7494,0.6916
M07,2025-02-07,Day,480,409,563,747,71,Electrical Fault,0.8521,0.7537,0.6422
M07,2025-02-07,Night,480,470,832,1110,10,Mechanical Failure,0.9792,0.7495,0.7339
M08,2025-02-07,Day,480,406,841,909,74,Planned Maintenance,0.8458,0.9252,0.7825
